State,Year_of_Disclosure_Law,Specific_Subsidy_Program_Affected_by_Law____Means_Update_to_,Disclosure_Law,State_Statute,Excerpt,Subsidies_in_Sample___Y_N_,Internal_Disclosure___Y_N_,External_Disclosure___Y_N_,Match_to_Specific_Program_in_DLR__Appendix_C_,X_if_Related_to_Existing_Regime_in_DLR,Internal_or_Public_Reporting
Florida,2005,Communications services projects,2005 Fla. SB 1322,NA,"Section 8. [A> COMMUNICATIONS SERVICES OFFERED BY GOVERNMENTAL ENTITIES.-- <A]
[A> (1) AS USED IN THIS SECTION, THE TERM: <A]
[...]
[A> (B) AT A PUBLIC HEARING REQUIRED BY THIS SUBSECTION, A GOVERNMENTAL ENTITY MUST, AT A MINIMUM, CONSIDER: <A]
[A> 1. WHETHER THE SERVICE THAT IS PROPOSED TO BE PROVIDED IS CURRENTLY BEING OFFERED IN THE COMMUNITY AND, IF SO, WHETHER THE SERVICE IS GENERALLY AVAILABLE THROUGHOUT THE COMMUNITY. <A]
[A> 2. WHETHER A SIMILAR SERVICE IS CURRENTLY BEING OFFERED IN THE COMMUNITY AND, IF SO, WHETHER THE SERVICE IS GENERALLY AVAILABLE THROUGHOUT THE COMMUNITY. <A]
[A> 3. IF THE SAME OR SIMILAR SERVICE IS NOT CURRENTLY OFFERED, WHETHER ANY OTHER SERVICE PROVIDER PROPOSES TO OFFER THE SAME OR A SIMILAR SERVICE AND, IF SO, WHAT ASSURANCES THAT SERVICE PROVIDER IS WILLING OR ABLE TO OFFER REGARDING THE SAME OR SIMILAR SERVICE. <A]
[A> 4. THE CAPITAL INVESTMENT REQUIRED BY THE GOVERNMENT ENTITY TO PROVIDE THE COMMUNICATIONS SERVICE, THE ESTIMATED REALISTIC COST OF OPERATION AND MAINTENANCE AND, USING A FULL COST-ACCOUNTING METHOD, THE ESTIMATED REALISTIC REVENUES AND EXPENSES OF PROVIDING THE SERVICE AND THE PROPOSED METHOD OF FINANCING. <A]
[A> 5. THE PRIVATE AND PUBLIC COSTS AND BENEFITS OF PROVIDING THE SERVICE BY A PRIVATE ENTITY OR A GOVERNMENTAL ENTITY, INCLUDING THE AFFECT ON EXISTING AND FUTURE JOBS, ACTUAL ECONOMIC DEVELOPMENT PROSPECTS, TAX-BASE GROWTH, EDUCATION, AND PUBLIC HEALTH. <A]
[A> (C) AT ONE OR MORE OF THE PUBLIC HEARINGS UNDER THIS SUBSECTION, THE GOVERNMENTAL ENTITY MUST MAKE AVAILABLE TO THE PUBLIC A WRITTEN BUSINESS PLAN FOR THE PROPOSED COMMUNICATIONS SERVICE VENTURE CONTAINING, AT A MINIMUM: <A]",N,Y,N,NA,NA,Public
Florida,2004,Hardee County Economic Development Authority grants,2004 Fla. SB 3110,NA,"Section 1. [A> CREATION.-- <A]
[A> (1) THE HARDEE COUNTY ECONOMIC DEVELOPMENT AUTHORITY IS CREATED IN ACCORDANCE WITH SECTION 211.3103(3)(B)3., FLORIDA STATUTES, AS AMENDED FROM TIME TO TIME, AS A BODY CORPORATE. THE POWERS GRANTED BY THIS ACT ARE DECLARED TO BE PUBLIC AND GOVERNMENTAL FUNCTIONS EXERCISED FOR PUBLIC PURPOSES AND ARE MATTERS OF PUBLIC NECESSITY. <A] [...]
Section 7. [A> GRANTS; APPLICATION; REVIEW; AWARDS.-- <A]
[A> (1) APPLICATION PROCEDURES.-- <A] [...]
[A> (2) APPLICATION REVIEW.-- <A]
[...]
[A> (D) THE AUTHORITY SHALL CONVENE AT LEAST ONE PUBLIC MEETING TO REVIEW ALL APPLICATIONS FOR GRANTS FOR ECONOMIC DEVELOPMENT AND INFRASTRUCTURE PROJECTS IN THE COUNTY, INCLUDING ANY RANKINGS RECEIVED AS PROVIDED IN PARAGRAPHS (B) AND (C) AND ANY PUBLIC TESTIMONY THAT IS RECEIVED AT THE HEARING. <A]",N,Y,N,NA,NA,Public
Florida,2021,General Transparency Laws,2021 Fla. HB 379,288.075,"288.075 Confidentiality of records.— 
 (7) LOAN PROGRAMS.— 
 (a) The following information held by an economic development agency pursuant to its administration of a state or federally funded small business loan program is exempt from s. 119.07(1) and s. 24(a), Art. I of the State Constitution:
 1. Tax returns.
 2. Financial information.
 3. Credit history information, credit reports, and credit scores.
 (b) This subsection does not prohibit the disclosure of information held by an economic development agency pursuant to its administration of a small business loan program in an aggregated and anonymized format.
 (c) This subsection is subject to the Open Government Sunset Review Act in accordance with s. 119.15 and shall stand repealed on October 2, 2026, unless reviewed and saved from repeal through reenactment by the Legislature.",N,Y,N,NA,NA,Public
Florida,2003,Armory board projects,2003 Fla. SB 684,Section 250.40,"Section 38. Section 250.40, Florida Statutes, is amended to read:
250.40 Armory Board; [A> CREATION; MEMBERSHIP, TERMS, AND COMPENSATION; DUTIES AND RESPONSIBILITIES <A] [D> armories, how obtained <D] .--
[...]
[A> (J) ENTER INTO A LEASE-PURCHASE, SALE-LEASEBACK, OR TAX-EXEMPT LEVERAGED LEASE CONTRACT OR OTHER FINANCING ARRANGEMENT FOR ACQUIRING, RENOVATING, OR CONSTRUCTING NEEDED FACILITIES, SUBJECT TO AUTHORIZATION BY AN APPROPRIATIONS ACT. EACH CAPITAL OUTLAY PROJECT OR OTHER CONTRACT, AGREEMENT, OR TRANSACTION AUTHORIZED UNDER THIS PARAGRAPH MUST BE SPECIFICALLY APPROVED BY THE LEGISLATURE. <A]
[A> (K) REPORT ANNUALLY TO THE ADJUTANT GENERAL ON THE PROCEEDINGS INCIDENT TO LOCATING AND MANAGING ARMORIES AND ON THE MANAGEMENT OF OTHER PROPERTY ENTRUSTED TO THE CARE OF THE ARMORY BOARD. THE REPORT MUST INCLUDE A DETAILED ACCOUNT OF ALL DISBURSEMENTS AND BE MADE A PART OF THE ANNUAL REPORT OF THE DEPARTMENT OF MILITARY AFFAIRS. <A]",N,N,Y,NA,NA,Internal
Florida,2008,Technology and Growth Investments,2008 Fla. SB 2310,Section 215.474,"Section 4. 
Section 215.474 , Florida Statutes, is created to read:
215.474  ANALYSES OF TECHNOLOGY AND GROWTH INVESTMENTS.-- 
THE OFFICE OF PROGRAM POLICY ANALYSIS AND GOVERNMENT ACCOUNTABILITY SHALL PERFORM AN ANNUAL REVIEW OF TECHNOLOGY AND GROWTH INVESTMENTS MADE IN FLORIDA-BASED COMPANIES BY THE STATE BOARD OF ADMINISTRATION AND SUBMIT ITS FINDINGS TO THE STATE BOARD OF ADMINISTRATION, THE PRESIDENT OF THE SENATE, AND THE SPEAKER OF THE HOUSE OF REPRESENTATIVES BY JANUARY 15 OF EACH YEAR. THE OFFICE MAY CONSULT WITH THE BOARD, THE DEPARTMENT OF REVENUE, THE OFFICE OF ECONOMIC AND DEMOGRAPHIC RESEARCH, AND OTHER ENTITIES AS NECESSARY TO OBTAIN AND EVALUATE THE INFORMATION REQUESTED. THE ANNUAL REVIEW SHALL INCLUDE:
(1)  THE DOLLAR AMOUNT OF TECHNOLOGY AND GROWTH INVESTMENTS IN THE STATE MADE BY THE BOARD DURING THE PREVIOUS YEAR ENDING JUNE 30 AND THE INVESTMENT’S PERCENTAGE SHARE OF THE SYSTEM TRUST FUND’S NET ASSETS.
(2)  A LIST OF INVESTMENTS IN THE STATE IDENTIFIED BY THE BOARD AS TECHNOLOGY AND GROWTH INVESTMENTS WITHIN EACH ASSET CLASS.
(3)  AN ANALYSIS OF THE DIRECT AND INDIRECT ECONOMIC BENEFITS TO THE STATE RESULTING FROM THE TECHNOLOGY AND GROWTH INVESTMENTS.",N,N,Y,NA,NA,Internal
Florida,2000,General Accountability Law (Florida Single Audit Act)*,2000 Fla. HB 2377,"Section 216.3491,","ection 58. Section 216.3491, Florida Statutes, is transferred, renumbered as section 215.97, Florida Statutes, and amended to read:
[A> 215.97 <A] [D> 216.3491 <D] Florida Single Audit Act.--
(1) The purposes of the section are to:
(a) Establish uniform state audit requirements for state financial assistance provided by state agencies to nonstate entities to carry out state projects. [...]
[A> (9) THE INDEPENDENT AUDITOR, WHEN CONDUCTING A STATE PROJECT-SPECIFIC AUDIT OF RECIPIENTS OR SUBRECIPIENTS, SHALL: <A] [...]
[A> (D) REPORT ON THE RESULTS OF A STATE PROJECT-SPECIFIC AUDIT CONSISTENT WITH THE REQUIREMENTS OF THE STATE SINGLE AUDIT AND ISSUE A MANAGEMENT LETTER AS PRESCRIBED IN THE RULES OF THE AUDITOR GENERAL. <A]",N,N,Y,NA,NA,Internal
Florida,2000,General Transparency Law,2000 Fla. SB 1334,NA,"Section 23. Section 282.310, Florida Statutes, is amended to read:
282.310 State Annual Report on [A> ENTERPRISE RESOURCE PLANNING AND <A] [D> Information Resources <D] Management.--
(1) By [A> FEBRUARY <A] [D> January <D] 15 of each year, the State Technology Office shall develop a State Annual Report on [A> ENTERPRISE RESOURCE PLANNING AND <A] [D> Information Resources <D] Management.
(2) The State Annual Report on [A> ENTERPRISE RESOURCE PLANNING AND <A] [D> Information Resources <D] Management shall contain, at a minimum, the following:
(a) The state vision for [A> ENTERPRISE RESOURCE PLANNING AND <A] [D> information resources <D] management.
(b) A forecast of the state [A> ENTERPRISE RESOURCE PLANNING AND <A] [D> information resources <D] management priorities and initiatives for the ensuing 2 years.
(c) A summary of major statewide policies recommended by the State Technology [A> OFFICE <A] [D> Council <D] for [A> ENTERPRISE RESOURCE PLANNING AND <A] [D> information resources <D] management.
(d) A summary of memoranda issued by the Executive Office of the Governor.
(e) An assessment of the overall progress [A> TOWARD AN INTEGRATED ELECTRONIC SYSTEM FOR DEPLOYING GOVERNMENT PRODUCTS, SERVICES, AND INFORMATION TO INDIVIDUALS AND BUSINESSES AND <A] [D> on <D] state [A> ENTERPRISE RESOURCE PLANNING AND <A] [D> information resources <D] management initiatives and priorities for the past fiscal year.
(f) A summary of major statewide issues related to improving [A> ENTERPRISE RESOURCE PLANNING AND <A] [D> information resources <D] management by the state.
(g) An inventory list, by major categories, of state information technology resources.
(h) A summary of the total [A> AGENCY <A] expenditures [A> OR DESCRIPTIONS OF AGREEMENTS, CONTRACTS, OR PARTNERSHIPS <A] for [A> ENTERPRISE RESOURCE PLANNING AND <A] [D> information resources <D] management [A> AND OF ENTERPRISE-WIDE PROCUREMENTS DONE BY THE OFFICE ON BEHALF OF THE STATE <A] [D> by each state agency <D] .
(i) A summary of the opportunities for government agencies or entities to share [A> ENTERPRISE RESOURCE PLANNING AND <A] [D> information resources <D] management projects or initiatives with other governmental or private sector entities. [...]
(3) The state annual report shall be made available in writing or through electronic means to the Executive Office of the Governor, the President of the Senate, the Speaker of the House of Representatives, and the Chief Justice of the Supreme Court.

Section 112. [A> THE OFFICE OF PROGRAM POLICY ANALYSIS AND GOVERNMENT ACCOUNTABILITY, IN COOPERATION WITH WORKFORCE FLORIDA, INC., AND THE DEPARTMENT OF EDUCATION, SHALL SUBMIT A REPORT TO THE LEGISLATURE BY JANUARY 1, 2002, REGARDING JOINT PROGRAMS, NONJOINT PROGRAMS, AND OTHER PROGRAMS THAT PROVIDE FORMALIZED ON-THE-JOB TRAINING FOR SKILLED TRADES. THE REPORT MUST INCLUDE RECOMMENDATIONS FOR IMPROVING THE EFFICIENCY OF THE PROGRAMS, DECREASING THE COST OF THE PROGRAMS, IMPROVING OR RETAINING CURRENT PRACTICES REGARDING ADMISSION REQUIREMENTS, REDUCING THE DURATION OF THE PROGRAMS, AND INCREASING THE NUMBER OF PERSONS WHO SUCCESSFULLY COMPLETE THE PROGRAMS. <A]",N,N,Y,NA,NA,Internal
Florida,1997,High-impact business,1997 Fla. SB 1754,Section 288.108,"Section 13. Section 288.108, Florida Statutes, is created to read:
[A> 288.108 HIGH-IMPACT BUSINESS. -- <A]
[...]
[A> (7) REPORTING. -- THE OFFICE SHALL BY DECEMBER 1 OF EACH YEAR ISSUE A COMPLETE AND DETAILED REPORT OF ALL DESIGNATED HIGH-IMPACT SECTORS, ALL APPLICATIONS RECEIVED AND THEIR DISPOSITION, ALL FINAL ORDERS ISSUED, AND ALL PAYMENTS MADE, INCLUDING ANALYSES OF BENEFITS AND COSTS, TYPES OF PROJECTS SUPPORTED, AND EMPLOYMENT AND INVESTMENT CREATED. THE REPORT SHALL BE SUBMITTED TO THE GOVERNOR, THE PRESIDENT OF THE SENATE, AND THE SPEAKER OF THE HOUSE OF REPRESENTATIVES. THE REPORT MAY BE COMBINED WITH THE INCENTIVES REPORT REQUIRED IN SECTION 288.095. <A]",N,N,Y,NA,NA,Internal
Florida,2000,Performance-based incentive  state university funding,2000 Fla. SB 2050,NA,"Section 14. [A> (1) BY DECEMBER 15, 2000, THE POSTSECONDARY EDUCATION PLANNING COMMISSION, IN CLOSE CONSULTATION WITH WORKFORCE FLORIDA, INC., AND IN CONSULTATION WITH THE DIVISION OF COMMUNITY COLLEGES AND THE DIVISION OF WORKFORCE DEVELOPMENT IN THE DEPARTMENT OF EDUCATION, THE STATE BOARD OF INDEPENDENT COLLEGES AND UNIVERSITIES, AND THE STATE BOARD OF NONPUBLIC CAREER EDUCATION, SHALL SUBMIT A REPORT TO THE GOVERNOR, THE PRESIDENT OF THE SENATE, AND THE SPEAKER OF THE HOUSE OF REPRESENTATIVES, RECOMMENDING STRATEGIES TO EXPAND ACCESS TO AND PRODUCTION OF CERTIFICATES AND DEGREES IN PROGRAMS THAT PROVIDE THE SKILLED WORKFORCE NEEDED FOR FLORIDA'S ECONOMY. <A]
[A> (2) THE REPORT SHALL ADDRESS THE FOLLOWING ISSUES AND OPTIONS: <A]
[A> (A) NEW AND INNOVATIVE TARGETED FINANCIAL AID PROGRAMS. <A]
[A> (B) INITIATIVES TO ENCOURAGE THE RESTRUCTURING OF CURRICULUM TO PROVIDE A BETTER RESPONSE TO THE NEEDS OF FLORIDA'S BUSINESSES AND INDUSTRIES. <A]
[A> (C) PERFORMANCE-BASED INCENTIVE FUNDING TO STATE UNIVERSITIES FOR INCREASED PRODUCTION OF GRADUATES FROM TARGETED PROGRAMS. <A]
[A> (D) PERFORMANCE-BASED INCENTIVE FUNDING TO STATE UNIVERSITIES AND OTHER INITIATIVES FOR PROVIDING ACCELERATED ARTICULATION OPTIONS TO STUDENTS AWARDED AN ASSOCIATE OF SCIENCE DEGREE. <A]
[A> (E) INNOVATIVE USES OF FEDERAL WORKFORCE INVESTMENT ACT AND WELFARE TO WORK FUNDS TO PROVIDE THE BROADEST ELIGIBILITY FOR AND PROMOTE ACCESS TO TARGETED HIGH PRIORITY EDUCATIONAL PROGRAMS. <A]",N,N,Y,NA,NA,Internal
Florida,2011,County economic development,2011 Fla. HB 287,Section 196.1995,"Section 2. 
Section 196.1995 , Florida Statutes, is amended to read:
196.1995  Economic development ad valorem tax exemption.- 
(1)  The board of county commissioners of any county or the governing authority of any municipality shall call a referendum within its total jurisdiction to determine whether its respective jurisdiction may grant economic development ad valorem tax exemptions under s. 3, Art. VII of the State Constitution if: [...]
(12)  Upon approval of an application for a tax exemption under this section, the board of county commissioners or the governing authority of the municipality and the applicant may enter into a written tax exemption agreement, which may include performance criteria and must be consistent with the requirements of this section or other applicable laws. The agreement must require the applicant to report at a specific time before the expiration of the exemption the actual number of new, full-time jobs created and their actual average wage. The agreement may provide the board of county commissioners or the governing authority of the municipality with authority to revoke, in whole or in part, the exemption if the applicant fails to meet the expectations and representations described in subsection (8).",N,N,Y,NA,NA,Internal
Florida,2008,Qualified defense contractor and space flight business tax refund program*,2008 Fla. HB 1373,Section 288.1045,NA,Y,N,Y,Qualified Defense & Space Contractor Tax Refund,NA,Internal
Florida,2011,"Enterprise Florida, Inc.*",2011 Fla. SB 2156,Section 288.907,"Section 28. 
Section 288.907 , Florida Statutes, is created to read:
288.907  Annual incentives report. --  
(1)  In addition to the annual report required under s. 288.906, Enterprise Florida, Inc., by December 30 of each year, shall provide the Governor, the President of the Senate, and the Speaker of the House of Representatives a detailed incentives report quantifying the economic benefits for all of the economic development incentive programs marketed by Enterprise Florida, Inc.
(a)  The annual incentives report must include for each incentive program: [...]
(f)  The report must include an analysis of the economic benefits, as defined in s. 288.005, of tax refunds, tax credits, or other payments made to projects locating or expanding in state enterprise zones, rural communities, brownfield areas, or distressed urban communities.",N,N,Y,NA,NA,Internal
Florida,2006,Space Florida Act,"[A> SPACE <A] Florida [D> Space Authority <D] Act, 2006 Fla. HB 1489",Section 331.3051,"Section 6. Section 331.3051, Florida Statutes, is created to read:
[A> 331.3051 DUTIES OF SPACE FLORIDA.--SPACE FLORIDA SHALL: <A]
[...]
[A> (10) CARRY OUT ITS RESPONSIBILITY FOR CREATING INNOVATIVE EDUCATION PROGRAMS BY FUNDING PROGRAMS DEVELOPED IN CONJUNCTION WITH THE DEPARTMENT OF EDUCATION THAT TARGET GRADES K-20 IN AN EFFORT TO PROMOTE MATHEMATICS AND SCIENCE EDUCATION PROGRAMS, WHICH MAY INCLUDE THE FLORIDA-NASA MATCHING GRANT PROGRAM, AEROSPACE-FOCUSED EDUCATION PROGRAMS FOR TEACHERS, EDUCATION-ORIENTED MICROGRAVITY FLIGHT PROGRAMS FOR TEACHERS AND STUDENTS, AND INTERNET-BASED AEROSPACE EDUCATION. FUNDS APPROPRIATED AND ANY IN-KIND OR PRIVATE-SECTOR CONTRIBUTIONS MAY BE USED TO CARRY OUT INNOVATIVE EDUCATION PROGRAMS. FUNDING LEVELS SHALL BE DETERMINED BY THE SPACE FLORIDA BOARD OF DIRECTORS. IN ITS ANNUAL REPORT, SPACE FLORIDA SHALL INCLUDE, AT A MINIMUM, A DESCRIPTION OF PROGRAMS FUNDED, THE NUMBER OF STUDENTS SERVED, AND PRIVATE-SECTOR SUPPORT. <A]
[A> (11) ANNUALLY REPORT ON ITS PERFORMANCE WITH RESPECT TO ITS BUSINESS PLAN, TO INCLUDE FINANCE, SPACEPORT OPERATIONS, RESEARCH AND DEVELOPMENT, WORKFORCE DEVELOPMENT, AND EDUCATION. THE REPORT SHALL BE SUBMITTED TO THE GOVERNOR, THE PRESIDENT OF THE SENATE, AND THE SPEAKER OF THE HOUSE OF REPRESENTATIVES NO LATER THAN SEPTEMBER 1 FOR THE PRIOR FISCAL YEAR. <A]",N,N,Y,NA,NA,Internal
Florida,1997,Certified Capital Company tax credit,1997 Fla. HB 1575,Section 288.99.,"Section 2. Section 288.99, Florida Statutes, is created to read:
[A> 288.99 CERTIFIED CAPITAL COMPANY ACT.-- <A]
[A> (1) SHORT TITLE.--THIS SECTION MAY BE CITED AS THE ""CERTIFIED CAPITAL COMPANY ACT."" <A]
[...]
[A> (12) REPORTING REQUIREMENTS.-- <A]
[A> (A) THE OFFICE SHALL REPORT ON AN ANNUAL BASIS TO THE GOVERNOR, THE PRESIDENT OF THE SENATE, AND THE SPEAKER OF THE HOUSE OF REPRESENTATIVES ON OR BEFORE APRIL 1: <A]
[A> 1. THE TOTAL DOLLAR AMOUNT EACH CERTIFIED CAPITAL COMPANY RECEIVED FROM ALL CERTIFIED INVESTORS AND ANY OTHER INVESTOR, THE IDENTITY OF THE CERTIFIED INVESTORS, AND THE TOTAL AMOUNT OF PREMIUM TAX CREDIT USED BY EACH CERTIFIED INVESTOR FOR THE PREVIOUS CALENDAR YEAR. <A]
[A> 2. THE TOTAL DOLLAR AMOUNT INVESTED BY EACH CERTIFIED CAPITAL COMPANY AND THAT PORTION INVESTED IN QUALIFIED BUSINESSES, THE IDENTITY AND LOCATION OF THOSE BUSINESSES, THE AMOUNT INVESTED IN EACH QUALIFIED BUSINESS, AND THE TOTAL NUMBER OF PERMANENT, FULL-TIME JOBS CREATED OR RETAINED BY EACH QUALIFIED BUSINESS. <A]
[A> 3. THE RETURN FOR THE STATE AS A RESULT OF THE CERTIFIED CAPITAL COMPANY INVESTMENTS, INCLUDING THE EXTENT TO WHICH: <A] [...]",N,N,Y,NA,NA,Internal
Florida,2004,Hillsborough County Economic Development projects,2004 Fla. HB 785,NA,"Section 1. [A> NOTWITHSTANDING SECTION 255.05, FLORIDA STATUTES, HILLSBOROUGH COUNTY MAY WAIVE PAYMENT AND PERFORMANCE BONDS ON CONSTRUCTION CONTRACTS FOR THE CONSTRUCTION OF A PUBLIC BUILDING, FOR THE PROSECUTION AND COMPLETION OF A PUBLIC WORK, OR FOR REPAIRS ON A PUBLIC BUILDING OR PUBLIC WORK WHICH HAS A COST OF $ 500,000 OR LESS AND THE PROJECT IS AWARDED PURSUANT TO A RACE AND GENDER NEUTRAL ECONOMIC DEVELOPMENT PROGRAM FOR THE ENCOURAGEMENT OF LOCAL SMALL BUSINESSES WHICH HAS BEEN ADOPTED BY THE GOVERNING BODY OF THE COUNTY PURSUANT TO A RESOLUTION OR ORDINANCE. <A]
Section 2. [A> THE COUNTY'S ADOPTED CRITERIA FOR PARTICIPATION IN THE ECONOMIC DEVELOPMENT PROGRAM FOR LOCAL SMALL BUSINESSES REQUIRES THAT A PARTICIPANT: <A] [...]
Section 6. [A> THE COUNTY SHALL PREPARE A REPORT ON THE ACTIVITIES EVERY 2 YEARS WHICH SHALL BE PROVIDED TO THE COUNTY'S LEGISLATIVE DELEGATION. THE INITIAL REPORT SHALL BE DUE DECEMBER 31, 2006. <A]",N,N,Y,NA,NA,Internal
